Journal Title,Publisher,Field of Research Code,Field of Research,Rating Group,Rating order,ISSN,ISSN Online,Website
International Journal of Selection and Assessment,Wiley-Blackwell Publishing,1503,Communication,A,2,0965-075X,1468-2389,
International Journal of Stress Management,American Psychological Association,1503,Communication,A,2,1072-5245,1573-3424,
International Migration,Wiley-Blackwell Publishing,1503,Communication,A,2,0020-7985,1468-2435,
International Migration Review,Sage Publications,1503,Communication,A,2,0197-9183,1747-7379,
International Negotiation: A journal of theory and practice,Brill,1503,Communication,A,2,1382-340X,1571-8069,
International Small Business Journal,Sage Publications,1503,Communication,A,2,0266-2426,1741-2870,http://isb.sagepub.com/
Journal of Behavioral Decision Making,Wiley-Blackwell Publishing,1503,Communication,A,2,0894-3257,1099-0771,
Journal of Business and Psychology,Springer International Publishing,1503,Communication,A,2,0889-3268,1573-353X,http://springerlink.metapress.com/
Journal of Business Ethics,Springer International Publishing,1503,Communication,A,2,0167-4544,1573-0697,http://www.springerlink.com
Journal of Business Logistics,"John Wiley & Sons, Inc.",1503,Communication,A,2,0735-3766,2158-1592,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2158-1592
Journal of Business Venturing Insights,Elsevier,1503,Communication,A,2,2352-6734,,
Journal of Career Assessment,Sage Publications,1503,Communication,A,2,1069-0727,1552-4590,http://jca.sagepub.com/
Journal of Cleaner Production,Elsevier,1503,Communication,A,2,0959-6526,1879-1786,
Journal of Communication,Oxford University Press,1503,Communication,A,2,0021-9916,1460-2466,
Journal of Cross-Cultural Psychology,Sage Publications,1503,Communication,A,2,0022-0221,1552-5422,http://jcc.sagepub.com/
Journal of Employment Counseling,Wiley-Blackwell Publishing,1503,Communication,A,2,0022-0787,2161-1920,
Journal of Environmental Management,Elsevier,1503,Communication,A,2,0301-4797,1095-8630,http://www.journals.elsevier.com/journal-of-environmental-management
Journal of European Public Policy,Taylor & Francis Online,1503,Communication,A,2,1350-1763,1466-4429,http://www.tandfonline.com/ripp
Journal of Experimental Psychology: Applied,American Psychological Association,1503,Communication,A,2,1076-898X,1939-2192,http://www.apa.org/pubs/journals/xap
"Journal of Experimental Psychology: Learning, memory, and cognition ",American Psychological Association,1503,Communication,A,2,0278-7393,1939-1285,
Journal of Experimental Social Psychology,Elsevier,1503,Communication,A,2,0022-1031,1096-0465,http://www.journals.elsevier.com/journal-of-experimental-social-psychology/
"Journal of Health Politics, Policy and Law",Duke University Press,1503,Communication,A,2,0361-6878,1527-1927,http://jhppl.dukejournals.org/
Journal of Industrial Relations,Sage Publications,1503,Communication,A,2,0022-1856,1472-9269,
Journal of International Management,Elsevier,1503,Communication,A,2,1075-4253,1873-0620,http://www.journals.elsevier.com/journal-of-international-management
Journal of Management in Engineering,American Society of Civil Engineers,1503,Communication,A,2,0742-597X,1943-5479,http://ascelibrary.org/journal/jmenea
Journal of Management Inquiry,Sage Publications,1503,Communication,A,2,1056-4926,1552-6542,http://www.sagepub.com/
Journal of Occupational and Organizational Psychology,Wiley-Blackwell Publishing,1503,Communication,A,2,0963-1798,2044-8325,
Journal of Occupational Health Psychology,American Psychological Association,1503,Communication,A,2,1076-8998,1939-1307,http://www.apa.org/pubs/journals/ocp/
Journal of Optimization Theory and Applications,Springer International Publishing,1503,Communication,A,2,0022-3239,1573-2878,http://www.springerlink.com/
Journal of Personality,Wiley-Blackwell Publishing,1503,Communication,A,2,0022-3506,1467-6494,
Journal of Personality Assessment,Taylor & Francis Online,1503,Communication,A,2,0022-3891,1532-7752,
Journal of Policy Analysis and Management,Wiley-Blackwell Publishing,1503,Communication,A,2,0276-8739,1520-6688,
Journal of Population Research,Springer International Publishing,1503,Communication,A,2,1443-2447,1835-9469,http://www.springerlink.com/
Journal of Professions and Organization,Oxford University Press,1503,Communication,A,2,2051-8803,2051-8811,
Journal of Public Administration Research and Theory,Oxford University Press,1503,Communication,A,2,1053-1858,1477-9803,http://jpart.oxfordjournals.org/
Journal of Purchasing and Supply Management,Elsevier,1503,Communication,A,2,1478-4092,1873-6505,
Journal of Quality Technology,Taylor & Francis Online,1503,Communication,A,2,0022-4065,2575-6230,
Journal of Research in Personality,Elsevier,1503,Communication,A,2,0092-6566,1095-7251,http://www.elsevier.com/wps/find/journaldescription.cws_home/622897/description
Journal of Scheduling,Springer International Publishing,1503,Communication,A,2,1094-6136,1099-1425,http://www.springerlink.com/
Journal of Service Management,Emerald Group Publishing,1503,Communication,A,2,1757-5818,1757-5826,http://www.emeraldinsight.com/journal/josm
Journal of Small Business Management,Wiley-Blackwell Publishing,1503,Communication,A,2,0047-2778,1540-627X,
Journal of Social Issues,Wiley-Blackwell Publishing,1503,Communication,A,2,0022-4537,1540-4560,
Journal of Social Policy,Cambridge University Press,1503,Communication,A,2,0047-2794,1469-7823,http://journals.cambridge.org/
Journal of Supply Chain Management,Wiley-Blackwell Publishing,1503,Communication,A,2,1523-2409,1745-493X,
Journal of the Operational Research Society,Springer International Publishing,1503,Communication,A,2,0160-5682,1476-9360,http://www.springer.com/business+%26+management/journal/41274
Journal of Urban Affairs,Taylor & Francis Online,1503,Communication,A,2,0735-2166,1467-9906,
Judgment and Decision Making,Society for Judgment and Decision Making,1503,Communication,A,2,1930-2975,,
Labor History,Taylor & Francis Online,1503,Communication,A,2,0023-656X,1469-9702,http://www.tandfonline.com/clah
Labour History: A journal of labour and social history,Liverpool University Press,1503,Communication,A,2,0023-6942,0023-6942,
Local Government Studies,Taylor & Francis Online,1503,Communication,A,2,0300-3930,1743-9388,http://www.tandfonline.com/flgs
Long Range Planning,Elsevier,1503,Communication,A,2,0024-6301,1873-1872,http://www.journals.elsevier.com/long-range-planning
Management and Organization Review,Cambridge University Press,1503,Communication,A,2,1740-8776,1740-8784,
Management International Review,Springer International Publishing,1503,Communication,A,2,0938-8249,1861-8901,http://link.springer.com/journal/11575
Management Learning,Sage Publications,1503,Communication,A,2,1350-5076,1461-7307,http://mlq.sagepub.com/
Mathematics of Operations Research,INFORMS,1503,Communication,A,2,0364-765X,1526-5471,
MIT Sloan Management Review,MIT Press,1503,Communication,A,2,1532-9194,1532-8937,
Motivation and Emotion,Springer International Publishing,1503,Communication,A,2,0146-7239,1573-6644,http://www.springerlink.com/
Multivariate Behavioral Research,Taylor & Francis Online,1503,Communication,A,2,0027-3171,1532-7906,http://www.tandfonline.com/hmbr
"New Technology, Work & Employment",Wiley-Blackwell Publishing,1503,Communication,A,2,0268-1072,1468-005X,
Nonprofit and Voluntary Sector Quarterly,Sage Publications,1503,Communication,A,2,0899-7640,1552-7395,http://nvs.sagepub.com/
Omega,Elsevier,1503,Communication,A,2,0305-0483,1873-5274,
Operations Research Letters,Elsevier,1503,Communication,A,2,0167-6377,1872-7468,http://www.journals.elsevier.com/operations-research-letters
Organization & Environment,Sage Publications,1503,Communication,A,2,1086-0266,1552-7417,
"Organization: the critical journal of organization, theory and society",Sage Publications,1503,Communication,A,2,1350-5084,1461-7323,http://org.sagepub.com/
Organizational Dynamics,Elsevier,1503,Communication,A,2,0090-2616,1873-3530,http://www.journals.elsevier.com/organizational-dynamics
Organizational Psychology Review,Sage Publications,1503,Communication,A,2,2041-3866,2041-3874,
Personality and Individual Differences,Elsevier,1503,Communication,A,2,0191-8869,1873-3549,http://www.journals.elsevier.com/personality-and-individual-differences/
Personnel Review,Emerald Group Publishing,1503,Communication,A,2,0048-3486,1758-6933,http://www.emeraldinsight.com/loi/pr
Philosophy & Public Affairs,Wiley-Blackwell Publishing,1503,Communication,A,2,0048-3915,1088-4963,
Population and Development Review,Wiley-Blackwell Publishing,1503,Communication,A,2,0098-7921,1728-4457,
Population Bulletin,Population Reference Bureau,1503,Communication,A,2,0032-468X,,http://www.proquest.co.uk/en-UK/
Population Research and Policy Review,Springer International Publishing,1503,Communication,A,2,0167-5923,1573-7829,
Population Studies: a journal of demography,Taylor & Francis Online,1503,Communication,A,2,0032-4728,1477-4747,http://www.tandfonline.com/rpst
"Population, Space and Place",Wiley-Blackwell Publishing,1503,Communication,A,2,1544-8444,1544-8452,
Production Planning and Control,Taylor & Francis Online,1503,Communication,A,2,0953-7287,1366-5871,
Psychological Research,Springer International Publishing,1503,Communication,A,2,0340-0727,1430-2772,
Psychology of Women Quarterly,Sage Publications,1503,Communication,A,2,0361-6843,1471-6402,http://pwq.sagepub.com/
Public Administration and Development,Wiley-Blackwell Publishing,1503,Communication,A,2,0271-2075,1099-162X,
Public Administration Quarterly,Southern Public Administration Education Foundation Inc,1503,Communication,A,2,0734-9149,2327-4433,
Public Administration Review,Wiley-Blackwell Publishing,1503,Communication,A,2,0033-3352,1540-6210,
Public Administration: An international journal,Wiley-Blackwell Publishing,1503,Communication,A,2,0033-3298,1467-9299,
Public Management Review,Taylor & Francis Online,1503,Communication,A,2,1471-9037,1471-9045,http://www.tandfonline.com/rpxm
Public Opinion Quarterly,Oxford University Press,1503,Communication,A,2,0033-362X,1537-5331,http://poq.oxfordjournals.org/
Quality of Life Research,Springer International Publishing,1503,Communication,A,2,0962-9343,1573-2649,http://www.springerlink.com/
Quarterly Journal of Experimental Psychology ,Taylor & Francis Online,1503,Communication,A,2,1747-0218,1747-0226,
R&D Management,Wiley-Blackwell Publishing,1503,Communication,A,2,0033-6807,1467-9310,
"Regional Studies, Regional Science",Taylor & Francis Online,1503,Communication,A,2,,2168-1376,
Reliability Engineering & System Safety,Elsevier,1503,Communication,A,2,0951-8320,1879-0836,
Research in Organizational Behavior,Elsevier,1503,Communication,A,2,0191-3085,,
Research in the Sociology of Organizations,Emerald Group Publishing,1503,Communication,A,2,0733-558X,,
Research Technology Management: international journal of research management,Taylor Francis Online - Industrial Research Institute,1503,Communication,A,2,0895-6308,1930-0166,http://www.tandfonline.com/loi/urtm20?open=59&repitition=0
Safety Science,Elsevier,1503,Communication,A,2,0925-7535,,
Science Communication,Sage Publications,1503,Communication,A,2,1075-5470,1552-8545,
"Science, Technology & Human Values",Sage Publications,1503,Communication,A,2,0162-2439,1552-8251,
Scientometrics,Springer International Publishing,1503,Communication,A,2,0138-9130,1588-2861,
Security Dialogue,Sage Publications,1503,Communication,A,2,0967-0106,1460-3640,http://sdi.sagepub.com/
Sex Roles,Springer International Publishing,1503,Communication,A,2,0360-0025,1573-2762,http://www.springer.com/new+%26+forthcoming+titles+%28default%29/journal/11199
Small Business Economics,Springer International Publishing,1503,Communication,A,2,0921-898X,1573-0913,
Small Group Research,Sage Publications,1503,Communication,A,2,1046-4964,1552-8278,
Social Forces,Oxford University Press,1503,Communication,A,2,0037-7732,1534-7605,
Social Indicators Research,Springer International Publishing,1503,Communication,A,2,0303-8300,1573-0921,http://springerlink.metapress.com/openurl.asp?genre=journal&issn=0303-8300
Social Policy & Administration,Wiley-Blackwell Publishing,1503,Communication,A,2,0144-5596,1467-9515,
Social Problems,Oxford University Press,1503,Communication,A,2,0037-7791,1533-8533,http://www.ucpressjournals.com/journal.asp?j=sp
Socio-Economic Review,Oxford University Press,1503,Communication,A,2,1475-1461,1475-147X,http://ser.oxfordjournals.org/
Sociological Inquiry,Wiley-Blackwell Publishing,1503,Communication,A,2,,1475-682X,
Sociological Methodology,Sage Publications,1503,Communication,A,2,0081-1750,1467-9531,http://smx.sagepub.com/
Sociological Methods & Research,Sage Publications,1503,Communication,A,2,0049-1241,1552-8294,
Sociological Theory,American Sociological Association,1503,Communication,A,2,0736-2751,1467-9558,http://www.asanet.org/research-and-publications/journals/sociological-theory
Strategic Entrepreneurship Journal,Wiley-Blackwell Publishing,1503,Communication,A,2,1932-4391,1932-443X,
Strategic Organization,Sage Publications,1503,Communication,A,2,1476-1270,1741-315X,http://soq.sagepub.com/
Strategy Science,INFORMS,1503,Communication,A,2,2333-2050,2333-2077,
Stress and Health,Wiley-Blackwell Publishing,1503,Communication,A,2,1532-3005,1532-2998,
Structural Equation Modelling,Taylor & Francis Online,1503,Communication,A,2,1070-5511,1532-8007,http://www.tandfonline.com/hsem
Studies in Comparative International Development,Springer International Publishing,1503,Communication,A,2,0039-3606,1936-6167,
Studies in Higher Education,Taylor & Francis Online,1503,Communication,A,2,0307-5079,1470-174X,http://www.tandfonline.com/cshe
Supply Chain Management: an international journal,Emerald Group Publishing,1503,Communication,A,2,1359-8546,1758-6852,http://www.emeraldinsight.com/journal/scm
System Dynamics Review,Wiley-Blackwell Publishing,1503,Communication,A,2,,1099-1727,
Systems Research and Behavioral Science,Wiley-Blackwell Publishing,1503,Communication,A,2,1092-7026,1099-1743,
Technological Forecasting and Social Change,Elsevier,1503,Communication,A,2,0040-1625,1873-5509,http://www.journals.elsevier.com/technological-forecasting-and-social-change
Technometrics,American Statistical Association,1503,Communication,A,2,0040-1706,1537-2723,http://www.amstat.org/publications/tech.cfm
Technovation,Elsevier,1503,Communication,A,2,0166-4972,1879-2383,http://www.journals.elsevier.com/technovation
The International Journal of Logistics Management,Emerald Group Publishing,1503,Communication,A,2,0957-4093,1758-6550,http://www.emeraldinsight.com/journal/ijlm
The Pacific Review,Taylor & Francis Online,1503,Communication,A,2,0951-2748,1470-1332,http://www.tandfonline.com/toc/rpre20/current
